,FPR,FNR,TPR,"min(FPR,FNR)",min_constant,max_constant
319,0.07331296,0.94203335,0.05796665,0.07331296,-0.49996197,-0.49996185
320,0.073320374,0.94203335,0.05796665,0.073320374,-0.49996185,-0.49996173
321,0.07332408,0.94203335,0.05796665,0.07332408,-0.49996173,-0.4999616
322,0.07332963,0.94203335,0.05796665,0.07332963,-0.4999616,-0.4999615
323,0.073335186,0.942,0.058000028,0.073335186,-0.4999615,-0.49996138
324,0.07333703,0.942,0.058000028,0.07333703,-0.49996138,-0.49996126
325,0.073340744,0.942,0.058000028,0.073340744,-0.49996126,-0.49996114
326,0.07334445,0.942,0.058000028,0.07334445,-0.49996114,-0.49996102
327,0.07334815,0.94198334,0.058016658,0.07334815,-0.49996102,-0.4999609
328,0.07335926,0.94196665,0.058033347,0.07335926,-0.4999609,-0.49996078
329,0.073366664,0.94195,0.058049977,0.073366664,-0.49996078,-0.49996066
330,0.07337037,0.94195,0.058049977,0.07337037,-0.49996066,-0.49996054
331,0.07338148,0.94195,0.058049977,0.07338148,-0.49996054,-0.49996042
332,0.07339074,0.94191664,0.058083355,0.07339074,-0.49996042,-0.4999603
333,0.073396295,0.9419,0.058099985,0.073396295,-0.4999603,-0.49996018
334,0.07340926,0.9419,0.058099985,0.07340926,-0.49996018,-0.49996006
335,0.073416665,0.9419,0.058099985,0.073416665,-0.49996006,-0.49995995
336,0.07341852,0.9418667,0.058133304,0.07341852,-0.49995995,-0.49995983
337,0.07342222,0.9418667,0.058133304,0.07342222,-0.49995983,-0.4999597
338,0.07342222,0.94185,0.058149993,0.07342222,-0.4999597,-0.4999596
339,0.07342778,0.94185,0.058149993,0.07342778,-0.4999596,-0.49995947
340,0.07343333,0.94185,0.058149993,0.07343333,-0.49995947,-0.49995935
341,0.073437035,0.9418333,0.058166683,0.073437035,-0.49995935,-0.49995923
342,0.073446296,0.9418333,0.058166683,0.073446296,-0.49995923,-0.4999591
343,0.0734537,0.9418333,0.058166683,0.0734537,-0.4999591,-0.499959
344,0.07346296,0.9418167,0.058183312,0.07346296,-0.499959,-0.49995887
345,0.07347407,0.9418167,0.058183312,0.07347407,-0.49995887,-0.49995875
346,0.07347963,0.9418,0.0582,0.07347963,-0.49995875,-0.49995863
347,0.07348519,0.9417833,0.05821669,0.07348519,-0.49995863,-0.49995852
